8/31/11,1,1,0,0
9/1/11,0,0,0,0
9/2/11,0,0,0,1
9/3/11,0,0,0,0
9/4/11,0,0,0,0
9/5/11,0,0,0,0
9/6/11,0,0,0,0
9/7/11,0,0,0,0
9/8/11,0,0,0,0
9/9/11,0,0,0,0
9/10/11,0,0,0,0
9/11/11,0,0,0,0
9/12/11,0,0,0,0
9/13/11,0,0,0,0
9/14/11,1,0,0,0
9/15/11,0,0,0,0
9/16/11,0,0,0,0
9/17/11,0,0,0,0
9/18/11,0,0,0,0
9/19/11,0,0,0,0
9/20/11,0,0,0,0
9/21/11,0,0,0,0
9/22/11,1,0,0,0
9/23/11,1,0,0,0
9/24/11,1,0,0,0
9/25/11,0,0,0,0
9/26/11,0,0,0,0
